product_category,product_name,brand,current_market_price,purchase_price,purchase_age_days,initial_warranty_days,warranty_left_days,condition_score,condition_grade,scratch_severity,dent_severity,crack_severity,usage_severity,missing_accessories,seller_description,resale_price
Smart Watches,Xtend Pro,Boat,23900,22700,18,1825,1807,100,A,2,1,0,0,FALSE,Excellent condition with minimal signs of use. All accessories included.,22700
Tablets,iPad 10th Gen,Apple,36200,35900,46,1460,1414,95,A,1,0,0,0,FALSE,Barely used product with original packaging and invoice available.,34390
Televisions,OLED C3 55 Smart TV,LG,95600,114500,37,1460,1423,93,A,0,0,0,2,FALSE,Barely used product with original packaging and invoice available.,90800
Headphones,AirPods Max,Apple,35500,41100,789,365,0,74,C,3,4,0,1,TRUE,Minor scratches on body. Small dents. Missing original accessories or packaging.,10400
Washing Machines,EcoBubble 7kg,Samsung,47800,57200,630,228,0,89,B,1,1,0,2,FALSE,Fully functional with light cosmetic wear.,26650
Washing Machines,Edge Ultima 8kg,Godrej,14100,16300,260,180,0,83,B,4,2,0,1,FALSE,Minor scratches on body. Small dents.,8300
Microwaves,Convection 30L,Godrej,10000,9900,2236,545,0,63,C,8,2,0,3,FALSE,Visible scratches on body. Small dents. Refurbished and tested by seller.,1300
Furniture,Study Table,Godrej,117500,132900,1409,1825,416,70,C,2,2,0,4,TRUE,Minor scratches on body. Small dents. Moderate usage marks.,48000
Televisions,OLED C3 55 Smart TV,LG,194700,214700,961,1095,134,84,B,2,0,0,2,FALSE,Minor scratches on body.,78750
Refrigerators,Magicool 190L,Whirlpool,24300,23800,1787,1460,0,5,Reject,10,6,7,10,TRUE,Major crack visible but product powers on. Visible scratches on body. Noticeable dents.,2450
Furniture,POANG Armchair,IKEA,83000,82200,2384,1825,0,61,C,5,2,0,6,FALSE,Visible scratches on body. Small dents. Moderate usage marks.,17850
Headphones,Galaxy Buds2 Pro,Samsung,21800,22800,680,545,0,62,C,5,6,0,4,FALSE,Visible scratches on body. Noticeable dents. Moderate usage marks.,4400
Microwaves,Charcoal 32L,LG,14300,14600,1480,974,0,48,D,2,1,5,4,FALSE,Crack on outer panel but usable. Minor scratches on body. Moderate usage marks.,1450
Refrigerators,Convertible 324L,Samsung,61000,60400,1414,1177,0,66,C,6,1,0,3,FALSE,Visible scratches on body. Refurbished and tested by seller.,14250
Furniture,FRIHETEN Sofa,IKEA,30900,33600,1962,730,0,67,C,1,1,0,4,TRUE,Moderate usage marks. Missing original accessories or packaging. Refurbished and tested by seller.,11150
Tablets,Tab P11,Lenovo,31200,36600,1162,730,0,73,C,5,0,0,2,FALSE,Visible scratches on body.,6900
Televisions,NanoCell 50,LG,84100,100400,34,365,331,95,A,2,1,0,0,FALSE,Barely used product with original packaging and invoice available.,79300
Mobile Phones,iPhone 13 128GB,Apple,10700,12800,1724,180,0,84,B,2,0,0,0,FALSE,Minor scratches on body.,2500
Washing Machines,Front Load 9kg,LG,71000,72300,30,365,335,70,C,0,0,7,0,FALSE,Major crack visible but product powers on.,27350
Washing Machines,Ace 7kg,Whirlpool,27600,32600,2284,545,0,71,C,2,1,0,4,FALSE,Minor scratches on body. Moderate usage marks.,4250
Tablets,iPad 10th Gen,Apple,47600,48100,214,1825,1611,100,A,0,0,0,0,FALSE,Like new condition. Original charger and box included.,45200
Furniture,FRIHETEN Sofa,IKEA,54700,60800,2448,545,0,52,D,4,0,0,5,TRUE,Minor scratches on body. Moderate usage marks. Missing original accessories or packaging. Refurbished and tested by seller.,11300
Mobile Phones,Galaxy S24,Samsung,36600,44300,821,180,0,86,B,2,1,0,2,FALSE,Minor scratches on body.,14400
Headphones,Galaxy Buds FE,Samsung,7500,8700,1393,1095,0,74,C,0,0,0,4,FALSE,Moderate usage marks.,2000
Furniture,KALLAX Shelf,IKEA,78600,76300,1294,1460,166,61,C,6,1,0,3,TRUE,Visible scratches on body. Missing original accessories or packaging.,23400
Microwaves,Convection 30L,Whirlpool,24400,25500,779,730,0,83,B,4,1,0,2,FALSE,Minor scratches on body.,10100
Laptops,MacBook Air M1,Apple,102700,123000,174,1460,1286,91,A,0,3,0,0,FALSE,Small dents.,81000
Furniture,BILLY Bookcase,IKEA,97400,108600,716,365,0,81,B,0,2,0,3,FALSE,Small dents.,63100
Headphones,Galaxy Buds FE,Samsung,16700,19100,1717,1460,0,72,C,3,0,0,3,FALSE,Minor scratches on body.,3150
Smart Watches,Galaxy Watch 6 Classic,Samsung,22400,26200,2118,1460,0,69,C,1,3,0,3,FALSE,Small dents.,3400
Laptops,Legion 5 256GB,Lenovo,174100,194200,2481,545,0,50,D,6,0,0,6,TRUE,Visible scratches on body. Moderate usage marks. Missing original accessories or packaging.,17410
Refrigerators,NXW 470L,Godrej,86500,86100,1194,1095,0,40,D,0,4,6,4,FALSE,Crack on outer panel but usable. Small dents. Moderate usage marks.,8650
Tablets,Tab M10,Lenovo,27200,30600,26,180,154,98,A,2,0,0,0,FALSE,Excellent condition with minimal signs of use. All accessories included.,25840
Headphones,Galaxy Buds2,Samsung,31100,33300,699,180,0,90,A,0,0,0,3,FALSE,Fully functional with light cosmetic wear.,17100
Tablets,Yoga Tab 11 16GB RAM,Lenovo,41900,49000,1269,891,0,83,B,2,0,0,2,FALSE,Minor scratches on body.,11950
Tablets,Galaxy Tab A9 64GB,Samsung,35600,40700,1764,1095,0,66,C,1,3,0,5,TRUE,Small dents. Moderate usage marks. Missing original accessories or packaging.,4050
Laptops,ThinkPad E14,Lenovo,139500,149700,2179,1825,0,26,Reject,2,1,6,5,TRUE,Cracked corner but device works properly. Minor scratches on body. Moderate usage marks.,13950
Microwaves,Convection 28L,LG,41800,44500,1796,180,0,72,C,4,0,0,4,FALSE,Minor scratches on body. Moderate usage marks.,9950
Mobile Phones,Galaxy S23,Samsung,38600,46900,52,730,678,81,B,1,0,4,0,FALSE,Cracked corner but device works properly.,21200
Microwaves,Solo 20L,Godrej,10100,10500,501,698,197,79,B,5,1,0,2,FALSE,Visible scratches on body.,5200
Laptops,ThinkPad E14 64GB,Lenovo,100300,116700,367,545,178,79,B,0,0,1,2,TRUE,Missing original accessories or packaging.,49050
Tablets,Galaxy Tab S9 8GB RAM,Samsung,39200,39200,791,1825,1034,73,C,6,0,0,5,FALSE,Visible scratches on body. Moderate usage marks.,14000
Headphones,Airdopes 141,Boat,6700,7600,1504,180,0,44,D,0,2,6,5,FALSE,Crack on outer panel but usable. Small dents. Moderate usage marks.,700
Washing Machines,Washer Dryer 10.5kg,LG,88700,89100,1679,1460,0,32,Reject,9,9,1,7,FALSE,Visible scratches on body. Noticeable dents. Heavily used with visible wear.,8870
Microwaves,Charcoal 32L,LG,8200,8000,2418,180,0,53,D,4,3,0,6,FALSE,Minor scratches on body. Small dents. Moderate usage marks.,950
Washing Machines,Ace 7kg,Whirlpool,19300,21600,1245,730,0,72,C,4,2,0,2,FALSE,Minor scratches on body. Small dents. Refurbished and tested by seller.,5500
Televisions,OLED C3 55,LG,108300,132000,427,545,118,67,C,0,0,6,0,FALSE,Cracked corner but device works properly.,29700
Refrigerators,Convertible 335L,LG,65400,62200,1475,1106,0,78,B,2,0,0,2,TRUE,Minor scratches on body. Missing original accessories or packaging.,22050
Smart Watches,Galaxy Watch 6,Samsung,4200,4300,2268,545,0,21,Reject,8,6,2,8,TRUE,Visible scratches on body. Noticeable dents. Heavily used with visible wear.,420
Headphones,AirPods Max,Apple,9800,10800,1977,534,0,65,C,0,4,0,4,FALSE,Small dents. Moderate usage marks.,1550
Refrigerators,Eon 244L,Godrej,63000,76800,1567,1095,0,71,C,1,4,0,4,FALSE,Small dents. Moderate usage marks.,17000
Furniture,MALM Bed Frame,IKEA,112600,113000,1950,180,0,67,C,5,0,0,5,FALSE,Visible scratches on body. Moderate usage marks.,36350
Televisions,QLED 65 Smart TV,Samsung,180100,182400,2433,180,0,5,Reject,6,5,8,8,FALSE,Major crack visible but product powers on. Visible scratches on body. Noticeable dents.,18010
Refrigerators,Convertible 335L,LG,13600,14800,1179,1460,281,61,C,4,3,0,4,TRUE,Minor scratches on body. Small dents. Moderate usage marks.,3100
Tablets,Yoga Tab 11,Lenovo,29700,35000,247,730,483,85,B,1,0,0,2,TRUE,Missing original accessories or packaging.,20800
Refrigerators,Double Door 253L,Samsung,53100,63700,2083,365,0,59,D,2,2,1,3,TRUE,Minor scratches on body. Small dents. Missing original accessories or packaging.,6550
Mobile Phones,Galaxy Z Fold5 16GB RAM,Samsung,92100,97000,1586,1095,0,11,Reject,4,3,10,4,TRUE,Major crack visible but product powers on. Minor scratches on body. Small dents.,9210
Smart Watches,SmartWatch 3,Sony,38500,45500,1840,545,0,8,Reject,3,4,9,8,FALSE,Major crack visible but product powers on. Minor scratches on body. Small dents.,3850
Televisions,Neo QLED 75,Samsung,114100,116800,121,1460,1339,96,A,0,2,0,3,FALSE,Small dents.,100550
Smart Watches,Watch Series 8,Apple,12700,13700,2323,730,0,53,D,4,5,0,6,FALSE,Minor scratches on body. Noticeable dents. Moderate usage marks.,1270
Microwaves,Charcoal 32L,LG,13000,13800,838,545,0,82,B,4,0,0,1,FALSE,Minor scratches on body.,5950
Mobile Phones,Galaxy Z Fold5 8GB RAM,Samsung,103600,123200,174,1825,1651,85,B,1,1,0,2,FALSE,Fully functional with light cosmetic wear.,80250
Tablets,Galaxy Tab A9,Samsung,21400,22200,1851,365,0,7,Reject,6,5,9,4,FALSE,Major crack visible but product powers on. Visible scratches on body. Noticeable dents.,2150
Smart Watches,SmartWatch 3,Sony,8000,7900,507,365,0,98,A,0,0,0,1,FALSE,Barely used product with original packaging and invoice available.,5200
Washing Machines,EcoBubble 7kg,Samsung,52700,50200,1268,1675,407,84,B,4,0,0,2,FALSE,Minor scratches on body.,20050
Microwaves,Solo 20L,Godrej,39300,39500,1949,1825,0,60,C,3,3,0,5,FALSE,Minor scratches on body. Small dents. Moderate usage marks.,6450
Tablets,iPad Air 64GB,Apple,19300,22600,2437,545,0,52,D,5,1,0,7,FALSE,Visible scratches on body. Heavily used with visible wear.,3200
Televisions,Frame 55,Samsung,66400,79800,860,730,0,69,C,5,0,0,4,FALSE,Visible scratches on body. Moderate usage marks.,20950
Refrigerators,Triple Door 300L,Whirlpool,71800,82500,2039,545,0,49,D,3,3,0,5,TRUE,Minor scratches on body. Small dents. Moderate usage marks.,9100
Furniture,Steel Almirah,Godrej,12500,13200,1043,365,0,69,C,7,2,0,3,FALSE,Visible scratches on body. Small dents.,5300
Mobile Phones,iPhone 14 256GB,Apple,94200,103600,1887,1460,0,58,D,1,5,0,7,FALSE,Noticeable dents. Heavily used with visible wear.,14700
Refrigerators,Double Door 253L,Samsung,32100,37700,1289,180,0,78,B,3,1,0,2,FALSE,Minor scratches on body.,10250
Tablets,iPad Air,Apple,53000,52400,1977,545,0,11,Reject,5,5,9,5,FALSE,Major crack visible but product powers on. Visible scratches on body. Noticeable dents.,5300
Televisions,Bravia X90L 55 Smart TV,Sony,37500,44700,2435,1460,0,57,D,5,2,0,4,FALSE,Visible scratches on body. Small dents. Moderate usage marks.,4200
Smart Watches,Lunar Connect,Boat,24300,24900,40,365,325,95,A,2,0,0,0,FALSE,Barely used product with original packaging and invoice available.,23085
Headphones,Airdopes 141,Boat,9500,11000,1606,546,0,68,C,5,0,0,3,FALSE,Visible scratches on body.,1400
Microwaves,Grill 23L,Samsung,13600,13000,917,1095,178,87,B,0,2,0,2,FALSE,Small dents.,6400
Microwaves,Grill 23L,Samsung,31500,34900,2354,365,0,61,C,3,1,0,6,FALSE,Minor scratches on body. Moderate usage marks. Refurbished and tested by seller.,4600
Microwaves,Eon 25L,Godrej,18200,20200,1784,1460,0,51,D,4,5,0,6,FALSE,Minor scratches on body. Noticeable dents. Moderate usage marks.,2200
Televisions,Neo QLED 75 Smart TV,Samsung,32600,36400,2025,180,0,34,Reject,6,8,0,8,FALSE,Visible scratches on body. Noticeable dents. Heavily used with visible wear.,3260
Microwaves,Charcoal 32L,LG,31000,34000,1248,1460,212,84,B,0,0,1,1,FALSE,Fully functional with light cosmetic wear.,13200
Refrigerators,Side-by-Side 653L,Samsung,97600,119000,1563,730,0,70,C,2,2,0,5,FALSE,Minor scratches on body. Small dents. Moderate usage marks.,23150
Tablets,iPad 9th Gen,Apple,16800,18300,557,545,0,90,A,1,0,0,0,FALSE,Excellent condition with minimal signs of use. All accessories included.,8950
Smart Watches,Galaxy Watch 6,Samsung,33200,34800,3,1460,1457,91,A,2,1,0,2,FALSE,Like new condition. Original charger and box included.,29350
Tablets,Yoga Tab 11,Lenovo,63900,70000,2144,365,0,58,D,8,2,0,1,FALSE,Visible scratches on body. Small dents.,6400
Televisions,Neo QLED 75,Samsung,146500,171200,2448,1095,0,65,C,3,1,0,5,TRUE,Minor scratches on body. Moderate usage marks. Missing original accessories or packaging.,24650
Headphones,Tune 760NC,JBL,24400,23400,2474,545,0,52,D,5,2,0,6,FALSE,Visible scratches on body. Small dents. Moderate usage marks.,4350
Tablets,Galaxy Tab S9 FE,Samsung,21000,23000,1414,1095,0,72,C,3,2,0,3,FALSE,Minor scratches on body. Small dents.,3250
Washing Machines,Edge Ultima 8kg,Godrej,80200,90300,1839,1460,0,27,Reject,2,4,7,4,FALSE,Major crack visible but product powers on. Minor scratches on body. Small dents.,8020
Laptops,Omen 16 16GB RAM,HP,141400,134800,1383,545,0,79,B,3,2,0,1,FALSE,Minor scratches on body. Small dents.,32700
Microwaves,Magicook 20L,Whirlpool,52600,62800,233,730,497,100,A,0,0,0,1,FALSE,Barely used product with original packaging and invoice available.,49950
Tablets,iPad 10th Gen 512GB,Apple,25000,25000,1325,545,0,86,B,2,0,0,3,FALSE,Minor scratches on body.,8650
Smart Watches,SmartWatch 3,Sony,33900,36800,436,1095,659,34,Reject,5,4,4,10,TRUE,Cracked corner but device works properly. Visible scratches on body. Small dents.,4150
Mobile Phones,Galaxy A55 256GB,Samsung,66700,73000,45,730,685,96,A,1,0,0,2,FALSE,Excellent condition with minimal signs of use. All accessories included.,63350
Washing Machines,Top Load 6.5kg,Samsung,51900,54800,1188,730,0,14,Reject,2,3,10,4,TRUE,Major crack visible but product powers on. Minor scratches on body. Small dents.,5200
Microwaves,Solo 20L,Samsung,26600,30000,1261,1203,0,63,C,5,2,0,5,FALSE,Visible scratches on body. Small dents. Moderate usage marks.,6650
Televisions,QLED 65,Samsung,24200,26900,41,545,504,98,A,0,1,0,0,FALSE,Like new condition. Original charger and box included.,22990
Laptops,ThinkPad E14 128GB,Lenovo,119000,137400,2360,545,0,44,D,4,4,0,7,TRUE,Minor scratches on body. Small dents. Heavily used with visible wear. Refurbished and tested by seller.,11900
Smart Watches,Watch Series 8,Apple,9100,10300,12,365,353,100,A,0,1,0,1,FALSE,Like new condition. Original charger and box included.,8645
Smart Watches,Galaxy Watch 6 Classic,Samsung,27100,26600,155,545,390,78,B,0,0,5,0,FALSE,Cracked corner but device works properly.,12500
Televisions,Frame 55,Samsung,164100,168500,462,545,83,88,B,1,2,0,3,FALSE,Small dents.,87850
Microwaves,Convection 28L,Samsung,45300,50100,16,365,349,93,A,2,1,0,2,FALSE,Excellent condition with minimal signs of use. All accessories included.,41500
Smart Watches,Watch Series 9,Apple,19100,20500,904,330,0,71,C,5,2,0,4,FALSE,Visible scratches on body. Small dents. Moderate usage marks.,5550
Refrigerators,Intellifresh 265L,Whirlpool,46500,51100,456,1133,677,83,B,0,0,3,1,FALSE,Fully functional with light cosmetic wear.,24800
Televisions,NanoCell 50,LG,209000,222600,2374,545,0,46,D,7,2,0,8,FALSE,Visible scratches on body. Small dents. Heavily used with visible wear.,20900
Laptops,Yoga Slim 7 8GB RAM,Lenovo,162900,175200,1469,730,0,63,C,5,1,1,6,FALSE,Visible scratches on body. Moderate usage marks.,27850
Refrigerators,NXW 470L,Godrej,117900,114600,1364,180,0,75,B,5,2,0,2,FALSE,Visible scratches on body. Small dents.,35800
Mobile Phones,Galaxy S23 256GB,Samsung,70700,81200,275,730,455,15,Reject,7,5,8,7,FALSE,Major crack visible but product powers on. Visible scratches on body. Noticeable dents.,7070
Smart Watches,Galaxy Watch 6,Samsung,17300,18500,260,1460,1200,100,A,0,0,0,0,FALSE,Excellent condition with minimal signs of use. All accessories included.,15050
Laptops,Latitude 5440 512GB,Dell,77900,74500,2133,180,0,55,D,8,2,0,2,FALSE,Visible scratches on body. Small dents.,9900
Mobile Phones,iPhone 16,Apple,48000,49300,2431,1543,0,83,B,0,0,0,2,FALSE,Fully functional with light cosmetic wear.,11200
Headphones,Live 660NC,JBL,18600,19000,719,545,0,32,Reject,2,0,7,7,TRUE,Major crack visible but product powers on. Minor scratches on body. Heavily used with visible wear.,1860
Mobile Phones,Galaxy A55 512GB,Samsung,82800,100300,1658,545,0,28,Reject,5,2,6,6,FALSE,Cracked corner but device works properly. Visible scratches on body. Small dents.,8300
Furniture,LAGKAPTEN Desk,IKEA,127400,141900,1962,545,0,63,C,4,1,0,5,FALSE,Minor scratches on body. Moderate usage marks.,42400
Headphones,Galaxy Buds2,Samsung,4200,4500,2097,730,0,51,D,4,2,0,8,FALSE,Minor scratches on body. Small dents. Heavily used with visible wear.,600
Mobile Phones,Galaxy A55 512GB,Samsung,102500,124700,1737,1825,88,15,Reject,9,8,1,8,TRUE,Visible scratches on body. Noticeable dents. Heavily used with visible wear.,10250
Laptops,IdeaPad Slim 3 16GB RAM,Lenovo,160100,158800,2269,180,0,61,C,6,0,0,5,FALSE,Visible scratches on body. Moderate usage marks.,20350
Laptops,Spectre x360 16GB RAM,HP,170200,168400,1787,708,0,50,D,6,1,0,7,TRUE,Visible scratches on body. Heavily used with visible wear. Missing original accessories or packaging.,22900
Tablets,Galaxy Tab S9 256GB,Samsung,37400,43900,2170,365,0,56,D,3,5,0,6,FALSE,Minor scratches on body. Noticeable dents. Moderate usage marks.,3900
Refrigerators,Convertible 324L,Samsung,132400,145800,1528,1774,246,84,B,2,0,0,2,FALSE,Minor scratches on body.,40100
Televisions,Bravia X75L 43,Sony,158100,159900,2448,1460,0,12,Reject,4,0,10,3,TRUE,Major crack visible but product powers on. Minor scratches on body. Missing original accessories or packaging.,15810
Tablets,iPad 10th Gen,Apple,33200,38300,805,180,0,91,A,0,1,0,1,FALSE,Like new condition. Original charger and box included.,15700
Furniture,MALM Bed Frame,IKEA,48500,48300,1443,730,0,80,B,3,1,0,0,FALSE,Minor scratches on body.,21200
Televisions,Crystal 4K 55,Samsung,171300,186800,440,1460,1020,100,A,1,0,0,0,FALSE,Excellent condition with minimal signs of use. All accessories included.,126850
Televisions,Bravia X75L 43 Smart TV,Sony,128000,149300,1819,1825,6,73,C,6,0,0,1,FALSE,Visible scratches on body. Refurbished and tested by seller.,24150
Microwaves,Grill 23L,Samsung,39800,42200,1641,365,0,70,C,3,0,0,3,TRUE,Minor scratches on body. Missing original accessories or packaging.,11150
Washing Machines,Edge Ultima 8kg,Godrej,69400,75100,1640,909,0,42,D,5,3,0,10,TRUE,Visible scratches on body. Small dents. Heavily used with visible wear. Refurbished and tested by seller.,8750
Mobile Phones,iPhone 15 Pro,Apple,73400,80600,314,1533,1219,59,D,4,5,0,5,TRUE,Minor scratches on body. Noticeable dents. Moderate usage marks.,27050
Mobile Phones,Galaxy S23 256GB,Samsung,16700,18300,673,1825,1152,6,Reject,10,7,7,7,FALSE,Major crack visible but product powers on. Visible scratches on body. Noticeable dents.,1670
Microwaves,Solo 20L,Godrej,25900,27300,1313,180,0,59,D,5,3,0,5,FALSE,Visible scratches on body. Small dents. Moderate usage marks.,3650
Mobile Phones,iPhone 14 256GB,Apple,116000,124900,1383,180,0,55,D,7,3,0,6,FALSE,Visible scratches on body. Small dents. Moderate usage marks. Refurbished and tested by seller.,15200
Refrigerators,NXW 470L,Godrej,44600,52500,2060,1460,0,27,Reject,4,2,8,4,FALSE,Major crack visible but product powers on. Minor scratches on body. Small dents.,4460
Televisions,Frame 55 Smart TV,Samsung,53500,62700,377,365,0,86,B,2,0,0,0,TRUE,Minor scratches on body. Missing original accessories or packaging.,28650
